Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
106,"Tuesday, Aug 1",boxscore,ARI,@,CHC,L,4,16,,60-46,3,15,Rondon,Corbin,Montgomery,3:27,N,"40,709",--
107,"Wednesday, Aug 2",boxscore,ARI,@,CHC,W,3,0,,61-46,2,14,Godley,Arrieta,Rodney,2:44,N,"41,321",+
108,"Thursday, Aug 3",boxscore,ARI,@,CHC,W,10,8,,62-46,2,14,Barrett,Davis,Rodney,3:59,D,"39,525",++
109,"Friday, Aug 4",boxscore,ARI,@,SFG,W,2,1,,63-46,2,14,Banda,Bumgarner,Rodney,2:39,N,"38,967",+++
110,"Saturday, Aug 5",boxscore,ARI,@,SFG,L-wo,4,5,10,63-47,3,15,Strickland,McFarland,,3:38,N,"39,532",-
111,"Sunday, Aug 6",boxscore,ARI,@,SFG,L,3,6,,63-48,3,16,Samardzija,Corbin,Suarez,3:03,D,"40,107",--
112,"Tuesday, Aug 8",boxscore,ARI,,LAD,W,6,3,,64-48,2,15,Hernandez,Watson,Rodney,2:59,N,"24,810",+
113,"Wednesday, Aug 9",boxscore,ARI,,LAD,L,2,3,,64-49,3,16,Wood,Greinke,Jansen,2:48,N,"22,670",-
114,"Thursday, Aug 10",boxscore,ARI,,LAD,L,6,8,,64-50,3,17,Darvish,Banda,Jansen,3:37,N,"31,396",--
115,"Friday, Aug 11",boxscore,ARI,,CHC,L,3,8,,64-51,3,17,Lackey,Walker,,3:23,N,"39,131",---
116,"Saturday, Aug 12",boxscore,ARI,,CHC,W,6,2,,65-51,2,17,Corbin,Lester,Hernandez,3:05,N,"42,219",+
117,"Sunday, Aug 13",boxscore,ARI,,CHC,L,2,7,,65-52,2,18,Arrieta,Godley,,3:12,D,"41,760",-
118,"Monday, Aug 14",boxscore,ARI,,HOU,W,2,0,,66-52,2,17.5,Greinke,McHugh,Rodney,2:48,N,"20,405",+
119,"Tuesday, Aug 15",boxscore,ARI,,HOU,L,4,9,,66-53,2,18.5,Martes,Banda,,3:07,D,"16,935",-
120,"Wednesday, Aug 16",boxscore,ARI,@,HOU,L,5,9,,66-54,3,19.5,Morton,Walker,,3:17,N,"27,278",--
121,"Thursday, Aug 17",boxscore,ARI,@,HOU,W,4,0,,67-54,2,19,Corbin,Fiers,,2:48,D,"27,949",+
122,"Friday, Aug 18",boxscore,ARI,@,MIN,L,3,10,,67-55,3,20,Santana,Godley,,3:06,N,"25,830",-
123,"Saturday, Aug 19",boxscore,ARI,@,MIN,L,0,5,,67-56,3,21,Berrios,Greinke,,2:54,N,"29,456",--
124,"Sunday, Aug 20",boxscore,ARI,@,MIN,L,5,12,,67-57,3,21,Colon,McFarland,,3:06,D,"27,367",---
