Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
145,"Tuesday, Sep 12",boxscore,SEA,@,TEX,W,10,3,,72-73,4,15.5,Gonzales,Gonzalez,,3:09,N,"20,557",+
146,"Wednesday, Sep 13",boxscore,SEA,@,TEX,W,8,1,,73-73,3,14.5,Leake,Perez,,3:08,N,"23,083",++
147,"Thursday, Sep 14",boxscore,SEA,@,TEX,W,10,4,,74-73,3,14.5,Albers,Cashner,,3:21,N,"21,931",+++
148,"Friday, Sep 15",boxscore,SEA,@,HOU,L,2,5,,74-74,3,15.5,Morton,Paxton,Giles,3:12,N,"28,328",-
149,"Saturday, Sep 16",boxscore,SEA,@,HOU,L,6,8,,74-75,3,16.5,Keuchel,Ramirez,Musgrove,3:21,D,"33,650",--
150,"Sunday, Sep 17",boxscore,SEA,@,HOU,L,1,7,,74-76,3,17.5,Verlander,Moore,,2:50,D,"30,247",---
151,"Tuesday, Sep 19",boxscore,SEA,,TEX,L,1,3,,74-77,4,18.5,Barnette,Vincent,Claudio,2:54,N,"17,251",----
152,"Wednesday, Sep 20",boxscore,SEA,,TEX,L,6,8,,74-78,4,19.5,Cashner,Hernandez,Claudio,3:27,N,"15,962",-----
153,"Thursday, Sep 21",boxscore,SEA,,TEX,L,2,4,,74-79,4,19.5,Hamels,Paxton,Kela,2:45,N,"14,849",------
154,"Friday, Sep 22",boxscore,SEA,,CLE,W-wo,3,1,,75-79,4,19.5,Diaz,Allen,,2:23,N,"27,462",+
155,"Saturday, Sep 23",boxscore,SEA,,CLE,L,4,11,,75-80,4,20.5,Carrasco,Moore,,3:32,D,"31,565",-
156,"Sunday, Sep 24",boxscore,SEA,,CLE,L,2,4,,75-81,4,20.5,Kluber,Leake,Allen,2:50,D,"23,695",--
157,"Monday, Sep 25",boxscore,SEA,@,OAK,W,7,1,,76-81,4,20.5,Hernandez,Gossett,Albers,2:22,N,"9,329",+
158,"Tuesday, Sep 26",preview,SEA,@,OAK,10:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
159,"Wednesday, Sep 27",preview,SEA,@,OAK,3:35 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
160,"Friday, Sep 29",preview,SEA,@,LAA,10:07 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
161,"Saturday, Sep 30",preview,SEA,@,LAA,9:07 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
162,"Sunday, Oct 1",preview,SEA,@,LAA,3:07 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
Gm#,Date,,Tm,,Opp,,,,,,,,,,,,,,D/N
