Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
126,"Thursday, Aug 24",boxscore,NYY,@,DET,L,6,10,,68-58,2,4.5,Wilson,Betances,Greene,4:13,D,"32,622",-
127,"Friday, Aug 25",boxscore,NYY,,SEA,L,1,2,11,68-59,2,4.5,Pazos,Chapman,Diaz,3:51,N,"42,057",--
128,"Saturday, Aug 26",boxscore,NYY,,SEA,W,6,3,,69-59,2,3.5,Gray,Gallardo,Betances,3:25,D,"39,810",+
129,"Sunday, Aug 27",boxscore,NYY,,SEA,W,10,1,,70-59,2,2.5,Tanaka,Albers,,2:57,D,"40,112",++
130,"Monday, Aug 28",boxscore,NYY,,CLE,L,2,6,,70-60,2,3.5,Kluber,Severino,,2:42,N,"36,253",-
131,"Wednesday, Aug 30 (1)",boxscore,NYY,,CLE,L,1,2,,70-61,2,5.5,Bauer,Garcia,Allen,3:12,D,,--
132,"Wednesday, Aug 30 (2)",boxscore,NYY,,CLE,L,4,9,,70-62,2,5.5,Merritt,Montgomery,,3:04,D,"39,598",---
133,"Thursday, Aug 31",boxscore,NYY,,BOS,W,6,2,,71-62,2,4.5,Sabathia,Rodriguez,,3:44,N,"43,309",+
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
134,"Friday, Sep 1",boxscore,NYY,,BOS,L,1,4,,71-63,2,5.5,Fister,Gray,Kimbrel,2:44,N,"42,332",-
135,"Saturday, Sep 2",boxscore,NYY,,BOS,W,5,1,,72-63,2,4.5,Tanaka,Pomeranz,,2:58,D,"46,536",+
136,"Sunday, Sep 3",boxscore,NYY,,BOS,W,9,2,,73-63,2,3.5,Severino,Sale,,3:46,N,"46,717",++
137,"Monday, Sep 4",boxscore,NYY,@,BAL,W,7,4,,74-63,2,2.5,Green,Bundy,,3:25,D,"37,622",+++
138,"Tuesday, Sep 5",boxscore,NYY,@,BAL,L-wo,6,7,,74-64,2,3.5,Britton,Betances,,3:34,N,"14,377",-
139,"Thursday, Sep 7",boxscore,NYY,@,BAL,W,9,1,,75-64,2,3.5,Gray,Gausman,,3:19,D,"14,946",+
140,"Friday, Sep 8",boxscore,NYY,@,TEX,L,5,11,,75-65,2,4.5,Perez,Tanaka,,3:23,N,"35,883",-
141,"Saturday, Sep 9",boxscore,NYY,@,TEX,W,3,1,,76-65,2,4.5,Robertson,Claudio,Chapman,2:57,D,"38,135",+
142,"Sunday, Sep 10",boxscore,NYY,@,TEX,W,16,7,,77-65,2,3.5,Green,Griffin,,3:43,D,"31,349",++
143,"Monday, Sep 11",boxscore,NYY,@,TBR,W,5,1,,78-65,2,3,Robertson,Odorizzi,,3:28,N,"15,327",+++
144,"Tuesday, Sep 12",boxscore,NYY,@,TBR,L,1,2,,78-66,2,4,Hunter,Gray,Colome,2:36,N,"21,024",-
145,"Wednesday, Sep 13",boxscore,NYY,@,TBR,W,3,2,,79-66,2,3,Green,Archer,Chapman,3:40,D,"13,159",+
146,"Thursday, Sep 14",boxscore,NYY,,BAL,W,13,5,,80-66,2,3,Tanaka,Miley,,3:14,N,"37,128",++
147,"Friday, Sep 15",boxscore,NYY,,BAL,W,8,2,,81-66,2,3,Severino,Ynoa,,2:38,N,"40,460",+++
148,"Saturday, Sep 16",boxscore,NYY,,BAL,W,9,3,,82-66,2,3,Montgomery,Hellickson,,3:37,D,"40,114",++++
149,"Sunday, Sep 17",boxscore,NYY,,BAL,L,4,6,,82-67,2,3,Jimenez,Gray,Britton,3:15,D,"38,189",-
150,"Monday, Sep 18",boxscore,NYY,,MIN,W,2,1,,83-67,2,3,Robertson,Santana,Chapman,3:16,N,"30,425",+
151,"Tuesday, Sep 19",boxscore,NYY,,MIN,W,5,2,,84-67,2,3,Sabathia,Berrios,Chapman,3:30,N,"30,218",++
152,"Wednesday, Sep 20",boxscore,NYY,,MIN,W,11,3,,85-67,2,3,Shreve,Colon,,3:20,D,"30,099",+++
153,"Friday, Sep 22",boxscore,NYY,@,TOR,L,1,8,,85-68,2,4,Estrada,Tanaka,,2:32,N,"42,153",-
154,"Saturday, Sep 23",boxscore,NYY,@,TOR,W,5,1,,86-68,2,4,Gray,Biagini,,2:54,D,"46,949",+
155,"Sunday, Sep 24",boxscore,NYY,@,TOR,L,5,9,,86-69,2,5,Stroman,Garcia,,3:17,D,"47,394",-
156,"Monday, Sep 25",boxscore,NYY,,KCR,W,11,3,,87-69,2,4,Sabathia,Junis,,2:51,D,"40,023",+
157,"Tuesday, Sep 26",preview,NYY,,TBR,7:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
158,"Wednesday, Sep 27",preview,NYY,,TBR,7:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
159,"Thursday, Sep 28",preview,NYY,,TBR,7:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
160,"Friday, Sep 29",preview,NYY,,TOR,1:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
161,"Saturday, Sep 30",preview,NYY,,TOR,1:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
162,"Sunday, Oct 1",preview,NYY,,TOR,3:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
Gm#,Date,,Tm,,Opp,,,,,,,,,,,,,,D/N
