Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
70,"Monday, Jun 19",boxscore,PIT,@,MIL,W,8,1,,32-38,3,5,Cole,Garza,,3:18,N,"25,489",+
71,"Tuesday, Jun 20",boxscore,PIT,@,MIL,W,7,3,,33-38,3,4,Kuhl,Davies,,3:13,N,"23,982",++
72,"Wednesday, Jun 21",boxscore,PIT,@,MIL,L,3,4,,33-39,4,5,Drake,Hudson,Knebel,3:13,N,"25,134",-
73,"Thursday, Jun 22",boxscore,PIT,@,MIL,L,2,4,,33-40,4,6,Anderson,Nova,Knebel,2:57,D,"28,428",--
74,"Friday, Jun 23",boxscore,PIT,@,STL,W,4,3,,34-40,3,5,Rivero,Oh,,3:08,N,"47,112",+
75,"Saturday, Jun 24",boxscore,PIT,@,STL,W,7,3,,35-40,3,4,Cole,Lynn,,3:00,N,"46,735",++
76,"Sunday, Jun 25",boxscore,PIT,@,STL,L,4,8,,35-41,3,5,Rosenthal,Nicasio,,3:11,N,"43,719",-
77,"Tuesday, Jun 27",boxscore,PIT,,TBR,L,2,4,10,35-42,4,5,Colome,Rivero,Hunter,3:05,N,"20,424",--
78,"Wednesday, Jun 28",boxscore,PIT,,TBR,W,6,2,,36-42,4,4,Nova,Snell,,3:01,N,"21,582",+
79,"Thursday, Jun 29",boxscore,PIT,,TBR,W,4,0,,37-42,4,4,Taillon,Archer,,2:54,N,"22,595",++
80,"Friday, Jun 30",boxscore,PIT,,SFG,L,5,13,,37-43,4,5,Cueto,Cole,,4:01,N,"26,407",-
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
81,"Saturday, Jul 1",boxscore,PIT,,SFG,L,1,2,11,37-44,4,6,Osich,Hudson,Dyson,4:00,D,"27,247",--
82,"Sunday, Jul 2",boxscore,PIT,,SFG,L,3,5,,37-45,4,6,Samardzija,Watson,Dyson,2:55,D,"32,144",---
83,"Monday, Jul 3",boxscore,PIT,@,PHI,L,0,4,,37-46,4,7,Nola,Nova,,2:36,N,"26,498",----
84,"Tuesday, Jul 4",boxscore,PIT,@,PHI,W,3,0,,38-46,4,7,Taillon,Leiter,Rivero,3:01,D,"24,087",+
85,"Wednesday, Jul 5",boxscore,PIT,@,PHI,W,5,2,,39-46,4,7,Cole,Lively,Rivero,3:16,N,"19,099",++
86,"Thursday, Jul 6",boxscore,PIT,@,PHI,W,6,3,,40-46,4,7,Kuhl,Benoit,Nicasio,2:58,N,"33,059",+++
87,"Friday, Jul 7",boxscore,PIT,@,CHC,L,1,6,,40-47,4,8,Edwards,Williams,,3:46,D,"41,294",-
88,"Saturday, Jul 8",boxscore,PIT,@,CHC,W,4,2,,41-47,4,7,Nova,Arrieta,Rivero,2:59,N,"41,865",+
